model-1588398318,1588398322.913,0.65,0.2233,0.75,0.2028
model-1588398318,1588398322.946,0.64,0.2171,0.69,0.222
model-1588398318,1588398322.975,0.68,0.2121,0.69,0.2114
model-1588398318,1588398323.002,0.67,0.2137,0.64,0.2358
model-1588398318,1588398323.031,0.64,0.2274,0.66,0.2039
model-1588398318,1588398323.058,0.6,0.2223,0.69,0.2134
model-1588398318,1588398323.085,0.59,0.2414,0.6,0.2336
model-1588398318,1588398323.111,0.59,0.235,0.57,0.2289
model-1588398318,1588398323.14,0.7,0.2006,0.67,0.2174
model-1588398318,1588398323.167,0.69,0.215,0.74,0.1931
model-1588398318,1588398323.193,0.64,0.2159,0.61,0.2352
model-1588398318,1588398323.221,0.68,0.2077,0.71,0.2147
model-1588398318,1588398323.253,0.64,0.2304,0.61,0.2406
model-1588398318,1588398323.28,0.6,0.2327,0.66,0.2276
model-1588398318,1588398323.307,0.61,0.2412,0.63,0.2323
model-1588398318,1588398323.334,0.64,0.2349,0.63,0.2299
model-1588398318,1588398323.365,0.7,0.2022,0.63,0.2292
model-1588398318,1588398323.391,0.55,0.2451,0.71,0.1992
model-1588398318,1588398323.418,0.62,0.2274,0.71,0.2148
model-1588398318,1588398323.446,0.67,0.2208,0.75,0.2042
model-1588398318,1588398323.475,0.73,0.1923,0.62,0.2275
model-1588398318,1588398323.502,0.64,0.2329,0.54,0.2443
model-1588398318,1588398323.528,0.64,0.226,0.59,0.2376
model-1588398318,1588398323.555,0.63,0.2198,0.68,0.1947
model-1588398318,1588398323.584,0.66,0.2082,0.67,0.2222
model-1588398318,1588398323.615,0.69,0.2013,0.69,0.2088
model-1588398318,1588398323.642,0.65,0.2157,0.58,0.2307
model-1588398318,1588398323.67,0.68,0.2104,0.72,0.1988
model-1588398318,1588398323.699,0.62,0.2262,0.64,0.2113
model-1588398318,1588398323.725,0.6,0.2151,0.63,0.2301
model-1588398318,1588398323.751,0.63,0.2286,0.62,0.2171
model-1588398318,1588398323.778,0.64,0.2197,0.67,0.195
model-1588398318,1588398323.808,0.67,0.2077,0.61,0.2212
model-1588398318,1588398323.834,0.63,0.2361,0.54,0.2518
model-1588398318,1588398323.86,0.64,0.2199,0.61,0.2301
model-1588398318,1588398323.89,0.61,0.2195,0.59,0.2395
model-1588398318,1588398323.919,0.64,0.2108,0.72,0.2054
model-1588398318,1588398323.948,0.63,0.2226,0.62,0.2339
model-1588398318,1588398323.974,0.66,0.21,0.64,0.2105
model-1588398318,1588398324.0,0.62,0.2243,0.63,0.2141
model-1588398318,1588398324.03,0.63,0.2104,0.64,0.2359
model-1588398318,1588398324.056,0.6,0.2323,0.62,0.2328
model-1588398318,1588398324.083,0.64,0.2282,0.65,0.2091
model-1588398318,1588398324.109,0.6,0.2234,0.74,0.1953
model-1588398318,1588398324.139,0.63,0.2197,0.72,0.207
model-1588398318,1588398324.166,0.72,0.2008,0.69,0.2069
model-1588398318,1588398324.193,0.66,0.2181,0.72,0.196
model-1588398318,1588398324.22,0.61,0.2183,0.67,0.2084
model-1588398318,1588398324.251,0.65,0.219,0.67,0.199
model-1588398318,1588398324.282,0.64,0.2077,0.64,0.1963
model-1588398318,1588398324.308,0.67,0.2313,0.72,0.1825
model-1588398318,1588398324.336,0.71,0.2099,0.64,0.2003
model-1588398318,1588398324.365,0.64,0.2169,0.73,0.1919
model-1588398318,1588398324.393,0.65,0.2123,0.71,0.1896
model-1588398318,1588398324.419,0.66,0.2206,0.63,0.2154
model-1588398318,1588398324.448,0.68,0.1948,0.73,0.1981
model-1588398318,1588398324.478,0.66,0.2112,0.72,0.2112
model-1588398318,1588398324.505,0.67,0.2186,0.75,0.1847
model-1588398318,1588398324.532,0.61,0.2257,0.64,0.2133
model-1588398318,1588398324.558,0.65,0.2033,0.71,0.1891
model-1588398318,1588398324.58,0.69,0.2208,0.65,0.224
model-1588398318,1588398324.615,0.76,0.1914,0.51,0.2741
model-1588398318,1588398324.645,0.65,0.209,0.62,0.2427
model-1588398318,1588398324.672,0.47,0.2828,0.5,0.2662
model-1588398318,1588398324.699,0.59,0.2265,0.6,0.2261
model-1588398318,1588398324.729,0.66,0.226,0.67,0.2032
model-1588398318,1588398324.756,0.66,0.2202,0.67,0.2076
model-1588398318,1588398324.785,0.6,0.2246,0.7,0.1974
model-1588398318,1588398324.811,0.59,0.2406,0.64,0.2079
model-1588398318,1588398324.842,0.62,0.2281,0.71,0.2035
model-1588398318,1588398324.869,0.68,0.2094,0.67,0.2089
model-1588398318,1588398324.895,0.7,0.199,0.79,0.2047
model-1588398318,1588398324.921,0.62,0.2128,0.64,0.2137
model-1588398318,1588398324.951,0.65,0.2378,0.72,0.1941
model-1588398318,1588398324.977,0.67,0.2089,0.61,0.238
model-1588398318,1588398325.004,0.61,0.2423,0.61,0.237
model-1588398318,1588398325.031,0.61,0.2239,0.61,0.2386
model-1588398318,1588398325.061,0.64,0.2118,0.62,0.2162
model-1588398318,1588398325.088,0.61,0.2369,0.69,0.1988
model-1588398318,1588398325.114,0.66,0.2046,0.72,0.1991
model-1588398318,1588398325.144,0.66,0.2158,0.62,0.2137
model-1588398318,1588398325.174,0.74,0.1873,0.75,0.1792
model-1588398318,1588398325.204,0.67,0.2183,0.71,0.2086
model-1588398318,1588398325.231,0.68,0.2083,0.68,0.2053
model-1588398318,1588398325.259,0.72,0.194,0.67,0.2195
model-1588398318,1588398325.294,0.62,0.2245,0.68,0.1933
model-1588398318,1588398325.321,0.68,0.2161,0.72,0.2113
model-1588398318,1588398325.351,0.66,0.2279,0.62,0.2174
model-1588398318,1588398325.38,0.7,0.2136,0.63,0.221
model-1588398318,1588398325.409,0.65,0.2058,0.59,0.2603
model-1588398318,1588398325.437,0.67,0.2163,0.71,0.2084
model-1588398318,1588398325.464,0.65,0.2052,0.67,0.22
model-1588398318,1588398325.49,0.67,0.209,0.7,0.1887
model-1588398318,1588398325.519,0.65,0.2214,0.68,0.1909
model-1588398318,1588398325.547,0.56,0.2311,0.62,0.2197
model-1588398318,1588398325.575,0.61,0.2346,0.67,0.2186
model-1588398318,1588398325.602,0.72,0.2039,0.63,0.2145
model-1588398318,1588398325.634,0.72,0.2006,0.66,0.2398
model-1588398318,1588398325.664,0.64,0.2199,0.65,0.2095
model-1588398318,1588398325.691,0.69,0.2015,0.65,0.2133
model-1588398318,1588398325.717,0.68,0.211,0.66,0.2193
model-1588398318,1588398325.747,0.63,0.2052,0.65,0.2132
model-1588398318,1588398325.774,0.67,0.2111,0.7,0.193
model-1588398318,1588398325.803,0.59,0.2178,0.72,0.1858
model-1588398318,1588398325.831,0.7,0.2045,0.74,0.1799
model-1588398318,1588398325.861,0.64,0.2283,0.67,0.209
model-1588398318,1588398325.888,0.76,0.172,0.7,0.1823
model-1588398318,1588398325.914,0.68,0.2085,0.77,0.1716
model-1588398318,1588398325.941,0.6,0.2531,0.68,0.2011
model-1588398318,1588398325.971,0.66,0.2177,0.72,0.1762
model-1588398318,1588398325.998,0.74,0.1869,0.7,0.1948
model-1588398318,1588398326.027,0.65,0.2235,0.66,0.219
model-1588398318,1588398326.055,0.63,0.2045,0.71,0.1963
model-1588398318,1588398326.085,0.66,0.2325,0.69,0.2098
model-1588398318,1588398326.111,0.61,0.2338,0.69,0.1856
model-1588398318,1588398326.138,0.71,0.192,0.68,0.2067
model-1588398318,1588398326.165,0.73,0.1947,0.74,0.1777
model-1588398318,1588398326.194,0.62,0.2202,0.65,0.1993
model-1588398318,1588398326.22,0.69,0.1999,0.69,0.185
model-1588398318,1588398326.247,0.72,0.1866,0.72,0.1894
model-1588398318,1588398326.274,0.71,0.2033,0.75,0.1982
model-1588398318,1588398326.307,0.73,0.1897,0.61,0.2264
model-1588398318,1588398326.334,0.73,0.1774,0.7,0.1902
model-1588398318,1588398326.361,0.69,0.1858,0.69,0.2001
model-1588398318,1588398326.387,0.66,0.1995,0.66,0.2146
model-1588398318,1588398326.417,0.69,0.2129,0.66,0.2163
model-1588398318,1588398326.445,0.61,0.2209,0.68,0.2174
model-1588398318,1588398326.472,0.71,0.1986,0.7,0.2074
model-1588398318,1588398326.499,0.73,0.1967,0.73,0.2002
model-1588398318,1588398326.529,0.65,0.2052,0.74,0.1786
model-1588398318,1588398326.555,0.68,0.1835,0.65,0.2202
model-1588398318,1588398326.582,0.67,0.217,0.65,0.2189
model-1588398318,1588398326.609,0.74,0.1961,0.67,0.2233
model-1588398318,1588398326.638,0.68,0.2008,0.67,0.2017
model-1588398318,1588398326.668,0.62,0.2331,0.71,0.1863
model-1588398318,1588398326.696,0.65,0.2065,0.67,0.2021
model-1588398318,1588398326.722,0.65,0.2274,0.72,0.1819
model-1588398318,1588398326.753,0.66,0.227,0.64,0.2207
model-1588398318,1588398326.78,0.72,0.195,0.66,0.2157
model-1588398318,1588398326.806,0.64,0.222,0.63,0.2232
model-1588398318,1588398326.833,0.62,0.2381,0.72,0.194
model-1588398318,1588398326.863,0.64,0.206,0.65,0.2246
model-1588398318,1588398326.892,0.64,0.2117,0.71,0.1921
model-1588398318,1588398326.918,0.74,0.2007,0.71,0.1949
model-1588398318,1588398326.947,0.65,0.2268,0.74,0.1822
model-1588398318,1588398326.976,0.68,0.2218,0.72,0.2045
model-1588398318,1588398327.002,0.64,0.2041,0.61,0.2148
model-1588398318,1588398327.029,0.66,0.2085,0.72,0.1757
model-1588398318,1588398327.056,0.66,0.2024,0.69,0.2203
model-1588398318,1588398327.085,0.67,0.2182,0.74,0.1833
model-1588398318,1588398327.114,0.66,0.2084,0.67,0.2081
model-1588398318,1588398327.151,0.75,0.1883,0.62,0.2346
model-1588398318,1588398327.178,0.63,0.2135,0.56,0.2557
model-1588398318,1588398327.208,0.63,0.2351,0.69,0.2176
model-1588398318,1588398327.235,0.64,0.2266,0.75,0.1819
model-1588398318,1588398327.266,0.69,0.2012,0.69,0.209
model-1588398318,1588398327.298,0.72,0.1793,0.78,0.1728
model-1588398318,1588398327.33,0.66,0.1948,0.68,0.1981
model-1588398318,1588398327.357,0.68,0.2144,0.65,0.2176
model-1588398318,1588398327.383,0.64,0.2196,0.66,0.2178
model-1588398318,1588398327.409,0.75,0.1861,0.66,0.2046
model-1588398318,1588398327.439,0.7,0.195,0.67,0.2041
model-1588398318,1588398327.466,0.67,0.2084,0.7,0.1991
model-1588398318,1588398327.493,0.68,0.2128,0.76,0.1709
model-1588398318,1588398327.52,0.63,0.2288,0.73,0.1701
model-1588398318,1588398327.549,0.74,0.1833,0.6,0.2203
model-1588398318,1588398327.575,0.68,0.1968,0.61,0.2306
model-1588398318,1588398327.602,0.67,0.2097,0.7,0.194
model-1588398318,1588398327.629,0.76,0.177,0.66,0.2098
model-1588398318,1588398327.659,0.69,0.225,0.61,0.2203
model-1588398318,1588398327.689,0.7,0.2254,0.6,0.2438
model-1588398318,1588398327.717,0.62,0.2431,0.72,0.1764
model-1588398318,1588398327.744,0.62,0.2174,0.73,0.183
model-1588398318,1588398327.774,0.61,0.2187,0.73,0.1793
model-1588398318,1588398327.801,0.58,0.2321,0.6,0.245
model-1588398318,1588398327.828,0.69,0.2079,0.69,0.2151
model-1588398318,1588398327.854,0.69,0.1963,0.71,0.1874
model-1588398318,1588398327.884,0.68,0.2246,0.66,0.211
model-1588398318,1588398327.911,0.54,0.2411,0.71,0.2016
model-1588398318,1588398327.938,0.65,0.2149,0.65,0.211
model-1588398318,1588398327.965,0.71,0.2025,0.66,0.2097
model-1588398318,1588398327.994,0.68,0.2148,0.73,0.1988
model-1588398318,1588398328.022,0.6,0.2246,0.67,0.2008
model-1588398318,1588398328.048,0.66,0.2089,0.79,0.1591
model-1588398318,1588398328.075,0.69,0.2029,0.72,0.2036
model-1588398318,1588398328.106,0.73,0.187,0.67,0.2125
model-1588398318,1588398328.134,0.64,0.2307,0.67,0.1931
model-1588398318,1588398328.161,0.69,0.2117,0.68,0.2005
model-1588398318,1588398328.188,0.73,0.1902,0.73,0.1718
model-1588398318,1588398328.218,0.76,0.1813,0.76,0.1676
model-1588398318,1588398328.245,0.69,0.1858,0.71,0.1936
model-1588398318,1588398328.272,0.73,0.1916,0.64,0.2196
model-1588398318,1588398328.298,0.69,0.2106,0.68,0.2224
model-1588398318,1588398328.332,0.67,0.196,0.74,0.1813
model-1588398318,1588398328.359,0.72,0.1754,0.76,0.1828
model-1588398318,1588398328.385,0.72,0.1713,0.69,0.2024
model-1588398318,1588398328.412,0.66,0.2098,0.69,0.2153
model-1588398318,1588398328.442,0.75,0.1717,0.78,0.1652
model-1588398318,1588398328.469,0.7,0.1941,0.7,0.2178
model-1588398318,1588398328.496,0.7,0.214,0.7,0.1904
model-1588398318,1588398328.526,0.75,0.1785,0.77,0.1641
model-1588398318,1588398328.556,0.78,0.1688,0.72,0.1895
model-1588398318,1588398328.583,0.76,0.1729,0.65,0.2117
model-1588398318,1588398328.61,0.64,0.2264,0.79,0.1505
model-1588398318,1588398328.637,0.77,0.1763,0.78,0.161
model-1588398318,1588398328.667,0.65,0.1955,0.64,0.2127
model-1588398318,1588398328.693,0.69,0.2217,0.74,0.1739
model-1588398318,1588398328.724,0.78,0.1651,0.79,0.1633
model-1588398318,1588398328.751,0.65,0.2233,0.79,0.167
model-1588398318,1588398328.78,0.74,0.1901,0.71,0.2076
model-1588398318,1588398328.807,0.71,0.1704,0.67,0.2195
model-1588398318,1588398328.833,0.72,0.2044,0.7,0.2071
model-1588398318,1588398328.862,0.8,0.1559,0.66,0.2246
model-1588398318,1588398328.891,0.66,0.2222,0.77,0.1683
model-1588398318,1588398328.918,0.63,0.2339,0.7,0.2141
model-1588398318,1588398328.945,0.72,0.19,0.74,0.1896
model-1588398318,1588398328.972,0.74,0.1864,0.71,0.1904
model-1588398318,1588398329.002,0.65,0.2203,0.65,0.2407
model-1588398318,1588398329.029,0.67,0.2133,0.67,0.218
model-1588398318,1588398329.056,0.67,0.2131,0.7,0.1978
model-1588398318,1588398329.083,0.76,0.1951,0.72,0.1864
model-1588398318,1588398329.112,0.64,0.2144,0.68,0.2088
model-1588398318,1588398329.139,0.67,0.2,0.69,0.2083
model-1588398318,1588398329.165,0.67,0.2131,0.7,0.2008
model-1588398318,1588398329.192,0.62,0.2536,0.6,0.2442
model-1588398318,1588398329.222,0.7,0.2106,0.72,0.1987
model-1588398318,1588398329.253,0.73,0.1838,0.7,0.2174
model-1588398318,1588398329.28,0.72,0.1785,0.69,0.2116
model-1588398318,1588398329.307,0.75,0.1591,0.69,0.2095
model-1588398318,1588398329.341,0.66,0.2091,0.66,0.2018
model-1588398318,1588398329.368,0.72,0.1948,0.78,0.1611
model-1588398318,1588398329.395,0.7,0.1975,0.69,0.2211
model-1588398318,1588398329.422,0.65,0.2221,0.62,0.2228
model-1588398318,1588398329.451,0.72,0.2045,0.7,0.1958
model-1588398318,1588398329.478,0.76,0.1714,0.62,0.223
model-1588398318,1588398329.505,0.73,0.1905,0.67,0.2231
model-1588398318,1588398329.532,0.72,0.1954,0.73,0.1698
model-1588398318,1588398329.561,0.69,0.2066,0.79,0.1646
model-1588398318,1588398329.587,0.66,0.2201,0.67,0.1859
model-1588398318,1588398329.616,0.62,0.2214,0.69,0.1866
model-1588398318,1588398329.646,0.64,0.222,0.73,0.1766
model-1588398318,1588398329.676,0.77,0.1487,0.65,0.2104
model-1588398318,1588398329.703,0.63,0.2186,0.72,0.2105
model-1588398318,1588398329.733,0.65,0.2305,0.73,0.1821
model-1588398318,1588398329.76,0.72,0.1918,0.74,0.1782
model-1588398318,1588398329.79,0.77,0.1793,0.62,0.2319
model-1588398318,1588398329.816,0.69,0.1984,0.71,0.182
model-1588398318,1588398329.843,0.72,0.194,0.73,0.1907
model-1588398318,1588398329.87,0.75,0.1881,0.69,0.1838
model-1588398318,1588398329.899,0.74,0.1785,0.75,0.1871
model-1588398318,1588398329.925,0.75,0.1867,0.7,0.1886
model-1588398318,1588398329.952,0.65,0.2145,0.67,0.2179
model-1588398318,1588398329.98,0.72,0.181,0.73,0.1857
model-1588398318,1588398330.01,0.67,0.2067,0.69,0.213
model-1588398318,1588398330.037,0.69,0.1871,0.71,0.1781
model-1588398318,1588398330.065,0.7,0.2068,0.69,0.1824
model-1588398318,1588398330.092,0.7,0.1889,0.62,0.2228
model-1588398318,1588398330.123,0.69,0.1771,0.67,0.2116
model-1588398318,1588398330.149,0.75,0.1907,0.64,0.2281
model-1588398318,1588398330.176,0.68,0.1952,0.64,0.2254
model-1588398318,1588398330.203,0.76,0.1711,0.66,0.2129
model-1588398318,1588398330.233,0.74,0.1748,0.69,0.1951
model-1588398318,1588398330.26,0.67,0.2127,0.73,0.1589
model-1588398318,1588398330.287,0.74,0.2012,0.7,0.1948
model-1588398318,1588398330.314,0.69,0.1846,0.74,0.1676
model-1588398318,1588398330.346,0.7,0.1758,0.66,0.2126
model-1588398318,1588398330.373,0.68,0.1946,0.74,0.1723
model-1588398318,1588398330.4,0.69,0.2122,0.75,0.1795
model-1588398318,1588398330.427,0.7,0.2068,0.72,0.1843
model-1588398318,1588398330.463,0.7,0.207,0.72,0.1815
model-1588398318,1588398330.492,0.8,0.1723,0.68,0.1951
model-1588398318,1588398330.519,0.67,0.1952,0.7,0.1865
model-1588398318,1588398330.546,0.69,0.1934,0.66,0.2276
model-1588398318,1588398330.575,0.66,0.2035,0.75,0.1918
model-1588398318,1588398330.602,0.76,0.1764,0.66,0.2351
model-1588398318,1588398330.629,0.71,0.2074,0.73,0.1975
